State,REGION,SEX,CITY,Zipcode,DISTRICT,VILLAGE,MARITAL_STATUS,Location,Address type,Ownership,No_of_Active_Loan_In_Bureau,Avg_Disbursement_Amount_Bureau,Non_Agriculture_Income,Total_Land_For_Agriculture,"K022-Village category based on Agri parameters (Good, Average, Poor)",K022-Nearest Mandi Name,K022-Proximity to nearest mandi (Km),K022-Proximity to nearest railway (Km),KO22-Village score based on socio-economic parameters (0 to 100),"K022-Village category based on socio-economic parameters (Good, Average, Poor)",K022-Seasonal Average Rainfall (mm),K022-Ambient temperature (min & max),"R022-Village category based on Agri parameters (Good, Average, Poor)",R022-Seasonal Average Rainfall (mm),R022-Ambient temperature (min & max),K021-Seasonal Average Rainfall (mm),K021-Ambient temperature (min & max),R021-Seasonal Average Rainfall (mm),R021-Ambient temperature (min & max),R020-Seasonal Average Rainfall (mm),R020-Ambient temperature (min & max),Perc_of_house_with_6plus_room,Women_15_19_Mothers_or_Pregnant_at_time_of_survey,perc_of_pop_living_in_hh_electricity,perc_Households_with_Pucca_House_That_Has_More_Than_3_Rooms,mat_roof_Metal_GI_Asbestos_sheets,perc_of_Wall_material_with_Burnt_brick,Households_with_improved_Sanitation_Facility,perc_Households_do_not_have_KCC_With_The_Credit_Limit_Of_50k,K022-Total Geographical Area (in Hectares)-,K022-Net Agri area (in Ha)-,K022-Net Agri area (% of total geog area)-,Kharif Seasons  Irrigated area in 2022,Kharif Seasons  Cropping density in 2022,Kharif Seasons  Agricultural performance in 2022,Kharif Seasons  Agricultural Score in 2022,Kharif Seasons  Type of soil in 2022,Kharif Seasons  Type of water bodies in hectares 2022,Kharif Seasons  Agro Ecological Sub Zone in 2022,Kharif Seasons  Seasonal average groundwater thickness (cm) in 2022,Kharif Seasons  Seasonal average groundwater replenishment rate (cm) in 2022,Rabi Seasons  Season Irrigated area in 2022,Rabi Seasons Cropping density in 2022,Rabi Seasons Agricultural performance in 2022,Rabi Seasons Agricultural Score in 2022,Rabi Seasons Type of soil in 2022,Rabi Seasons Type of water bodies in hectares 2022,Rabi Seasons Agro Ecological Sub Zone in 2022,Rabi Seasons Seasonal average groundwater thickness (cm) in 2022,Rabi Seasons Seasonal average groundwater replenishment rate (cm) in 2022,Rabi Seasons Kharif Season Irrigated area in 2021,Rabi Seasons Cropping density in 2021,Rabi Seasons Agricultural performance in 2021,Rabi Seasons Agricultural Score in 2021,Rabi Seasons Type of soil in 2021,Rabi Seasons Type of water bodies in hectares 2021,Rabi Seasons Agro Ecological Sub Zone in 2021,Rabi Seasons Seasonal average groundwater thickness (cm) in 2021,Rabi Seasons Seasonal average groundwater replenishment rate (cm) in 2021,Kharif Seasons Kharif Season Irrigated area in 2021,Kharif Seasons Cropping density in 2021,Kharif Seasons Agricultural performance in 2021,Kharif Seasons Agricultural Score in 2021,Kharif Seasons Type of soil in 2021,Kharif Seasons Type of water bodies in hectares 2021,Kharif Seasons Agro Ecological Sub Zone in 2021,Kharif Seasons Seasonal average groundwater thickness (cm) in 2021,Kharif Seasons Seasonal average groundwater replenishment rate (cm) in 2021,Kharif Seasons Kharif Season Irrigated area in 2020,Kharif Seasons Cropping density in 2020,Kharif Seasons Agricultural performance in 2020,Kharif Seasons Agricultural Score in 2020,Kharif Seasons Type of soil in 2020,Kharif Seasons Type of water bodies in hectares 2020,Kharif Seasons Agro Ecological Sub Zone in 2020,Kharif Seasons Seasonal average groundwater thickness (cm) in 2020,Kharif Seasons Seasonal average groundwater replenishment rate (cm) in 2020,Rabi Seasons Kharif Season Irrigated area in 2020,Rabi Seasons Cropping density in 2020,Rabi Seasons Agricultural performance in 2020,Rabi Seasons Agricultural Score in 2020,Rabi Seasons Type of soil in 2020,Rabi Seasons Type of water bodies in hectares 2020,Rabi Seasons Agro Ecological Sub Zone in 2020,Rabi Seasons Seasonal average groundwater thickness (cm) in 2020,Rabi Seasons Seasonal average groundwater replenishment rate (cm) in 2020, Village score based on socio-economic parameters (Non normalised), Village score based on socio-economic parameters (0 to 100)," Village category based on socio-economic parameters (Good, Average, Poor)", Road density (Km/ SqKm),Pred_RandomForest,Pred_DecisionTree,Pred_KNN,BestModelPred,ClusterLabel
MADHYA PRADESH,CENTRAL,M,RAJNAGAR,471105.0,CHHATARPUR,Pipariya,M,"24.6968489,79.7492448",Current Address,Owned,0.0,130000.0,0.0,10.0,Poor,Gairatganj,12.4,27.3,35.23673846236381,Poor,2028.66,23.09 /30.45,Poor,54.59,15.86 /28.67,1086.14,23.17 /29.91,197.4,15.66 /28.91,100.76,15.79 /27.59,2.08,6.6,96.8,5.21,0.14,39.18,55.5,5.52,470.0,107.71,22.92,33.53,39.98,8.57,12.86,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,105.42,35.15,57.06,33.48,9.74,15.72,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,96.93,20.1,73.09,28.46,12.21,26.69,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,95.52,19.85,57.06,33.48,6.08,13.59,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,102.05,34.45,36.78,38.72,5.64,11.84,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,97.34,24.75,39.93,42.04,6.23,10.83,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,101.57,28.76,23.4351271057347,35.23673846236381,Poor,0.0,Low,Low,Low,Low,1
MADHYA PRADESH,CENTRAL,M,CHHATARPUR,471301.0,CHHATARPUR,Pipariya,M,"24.8756106,79.5926893",Current Address,Owned,0.0,130000.0,120000.0,15.0,Poor,Gairatganj,12.4,27.3,35.23673846236381,Poor,2028.66,23.09 /30.45,Poor,54.59,15.86 /28.67,1086.14,23.17 /29.91,197.4,15.66 /28.91,100.76,15.79 /27.59,2.35,6.51,96.86,3.31,1.65,45.04,56.02,2.78,470.0,107.71,22.92,33.53,39.98,8.57,12.86,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,105.42,35.15,57.06,33.48,9.74,15.72,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,96.93,20.1,73.09,28.46,12.21,26.69,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,95.52,19.85,57.06,33.48,6.08,13.59,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,102.05,34.45,36.78,38.72,5.64,11.84,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,97.34,24.75,39.93,42.04,6.23,10.83,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,101.57,28.76,23.4351271057347,35.23673846236381,Poor,0.0,High,Very High,Low,Very High,1
MADHYA PRADESH,CENTRAL,M,GARHAKOTA,470232.0,SAGAR,Pipariya,M,"23.8021601,79.1017353",Permanent Address,Owned,1.0,101775.0,200000.0,10.0,Poor,Gairatganj,12.4,27.3,35.23673846236381,Poor,2028.66,23.09 /30.45,Poor,54.59,15.86 /28.67,1086.14,23.17 /29.91,197.4,15.66 /28.91,100.76,15.79 /27.59,1.35,6.4,98.6,1.68,0.68,39.61,68.8,5.34,470.0,107.71,22.92,33.53,39.98,8.57,12.86,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,105.42,35.15,57.06,33.48,9.74,15.72,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,96.93,20.1,73.09,28.46,12.21,26.69,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,95.52,19.85,57.06,33.48,6.08,13.59,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,102.05,34.45,36.78,38.72,5.64,11.84,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,97.34,24.75,39.93,42.04,6.23,10.83,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,101.57,28.76,23.4351271057347,35.23673846236381,Poor,0.0,Medium,Very High,High,Very High,1
MADHYA PRADESH,CENTRAL,M,GARHAKOTA,470232.0,SAGAR,Pipariya,M,"23.8015688,79.0952092",Permanent Address,Owned,0.0,130000.0,100000.0,12.0,Poor,Gairatganj,12.4,27.3,35.23673846236381,Poor,2028.66,23.09 /30.45,Poor,54.59,15.86 /28.67,1086.14,23.17 /29.91,197.4,15.66 /28.91,100.76,15.79 /27.59,1.35,6.4,98.6,1.68,0.68,39.61,68.8,5.34,470.0,107.71,22.92,33.53,39.98,8.57,12.86,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,105.42,35.15,57.06,33.48,9.74,15.72,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,96.93,20.1,73.09,28.46,12.21,26.69,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,95.52,19.85,57.06,33.48,6.08,13.59,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,102.05,34.45,36.78,38.72,5.64,11.84,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,97.34,24.75,39.93,42.04,6.23,10.83,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,101.57,28.76,23.4351271057347,35.23673846236381,Poor,0.0,Very High,High,High,High,1
CHATTISGARH,CENTRAL,M,POUNDI UPRODA,495119.0,KORBA,Pipariya,M,"22.9547184,82.3196076",Permanent Address,Owned,1.0,79000.0,256500.0,7.1,Poor,Gairatganj,12.4,27.3,35.23673846236381,Poor,2028.66,23.09 /30.45,Poor,54.59,15.86 /28.67,1086.14,23.17 /29.91,197.4,15.66 /28.91,100.76,15.79 /27.59,1.35,4.88,98.54,0.91,0.72,10.62,79.93,0.39,470.0,107.71,22.92,33.53,39.98,8.57,12.86,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,105.42,35.15,57.06,33.48,9.74,15.72,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,96.93,20.1,73.09,28.46,12.21,26.69,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,95.52,19.85,57.06,33.48,6.08,13.59,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,102.05,34.45,36.78,38.72,5.64,11.84,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,97.34,24.75,39.93,42.04,6.23,10.83,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,101.57,28.76,23.4351271057347,35.23673846236381,Poor,0.0,Medium,Low,Medium,Low,1
CHATTISGARH,CENTRAL,M,POUNDI UPRODA,495119.0,KORBA,Pipariya,M,"22.9549281,82.3214731",Permanent Address,Owned,1.0,588.0,45000.0,13.0,Poor,Gairatganj,12.4,27.3,35.23673846236381,Poor,2028.66,23.09 /30.45,Poor,54.59,15.86 /28.67,1086.14,23.17 /29.91,197.4,15.66 /28.91,100.76,15.79 /27.59,1.35,4.88,98.54,0.91,0.72,10.62,79.93,0.39,470.0,107.71,22.92,33.53,39.98,8.57,12.86,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,105.42,35.15,57.06,33.48,9.74,15.72,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,96.93,20.1,73.09,28.46,12.21,26.69,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,95.52,19.85,57.06,33.48,6.08,13.59,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,102.05,34.45,36.78,38.72,5.64,11.84,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,97.34,24.75,39.93,42.04,6.23,10.83,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,101.57,28.76,23.4351271057347,35.23673846236381,Poor,0.0,Medium,High,Medium,High,1
CHATTISGARH,CENTRAL,M,MAHENDRAGARH,497442.0,KORIYA,Pipariya,M,"23.855855855855857,78.7455814494491",Permanent Address,Owned,0.0,130000.0,200000.0,6.11,Poor,Gairatganj,12.4,27.3,35.23673846236381,Poor,2028.66,23.09 /30.45,Poor,54.59,15.86 /28.67,1086.14,23.17 /29.91,197.4,15.66 /28.91,100.76,15.79 /27.59,2.88,5.18,97.62,1.17,15.33,30.75,73.71,0.32,470.0,107.71,22.92,33.53,39.98,8.57,12.86,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,105.42,35.15,57.06,33.48,9.74,15.72,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,96.93,20.1,73.09,28.46,12.21,26.69,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,95.52,19.85,57.06,33.48,6.08,13.59,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,102.05,34.45,36.78,38.72,5.64,11.84,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,97.34,24.75,39.93,42.04,6.23,10.83,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,101.57,28.76,23.4351271057347,35.23673846236381,Poor,0.0,Low,Medium,Medium,Medium,1
BIHAR,EAST,M,BAGAHA,845101.0,PASHCHIM CHAMPARAN,Pipariya,M,"27.0824766,84.1729998",Permanent Address,Parental,0.0,130000.0,240000.0,4.0,Poor,Gairatganj,12.4,27.3,35.23673846236381,Poor,2028.66,23.09 /30.45,Poor,54.59,15.86 /28.67,1086.14,23.17 /29.91,197.4,15.66 /28.91,100.76,15.79 /27.59,1.82,12.5,93.5,3.75,4.37,40.5,43.3,1.6,470.0,107.71,22.92,33.53,39.98,8.57,12.86,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,105.42,35.15,57.06,33.48,9.74,15.72,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,96.93,20.1,73.09,28.46,12.21,26.69,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,95.52,19.85,57.06,33.48,6.08,13.59,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,102.05,34.45,36.78,38.72,5.64,11.84,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,97.34,24.75,39.93,42.04,6.23,10.83,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,101.57,28.76,23.4351271057347,35.23673846236381,Poor,0.0,Low,Medium,Low,Medium,1
MADHYA PRADESH,CENTRAL,M,CHHOTA CHHINDWARA,487118.0,NARSIMHAPUR,Pipariya,M,"23.063765,79.5793969",Current Address,Owned,0.0,130000.0,0.0,20.0,Poor,Gairatganj,12.4,27.3,35.23673846236381,Poor,2028.66,23.09 /30.45,Poor,54.59,15.86 /28.67,1086.14,23.17 /29.91,197.4,15.66 /28.91,100.76,15.79 /27.59,1.76,6.5,99.0,2.61,0.55,38.63,77.0,5.87,470.0,107.71,22.92,33.53,39.98,8.57,12.86,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,105.42,35.15,57.06,33.48,9.74,15.72,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,96.93,20.1,73.09,28.46,12.21,26.69,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,95.52,19.85,57.06,33.48,6.08,13.59,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,102.05,34.45,36.78,38.72,5.64,11.84,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,97.34,24.75,39.93,42.04,6.23,10.83,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,101.57,28.76,23.4351271057347,35.23673846236381,Poor,0.0,Medium,Medium,High,Medium,1
MADHYA PRADESH,CENTRAL,M,JABALPUR,482051.0,JABALPUR,Pipariya,M,"23.855855855855857,78.7455814494491",Permanent Address,Owned,0.0,130000.0,0.0,10.0,Poor,Gairatganj,12.4,27.3,35.23673846236381,Poor,2028.66,23.09 /30.45,Poor,54.59,15.86 /28.67,1086.14,23.17 /29.91,197.4,15.66 /28.91,100.76,15.79 /27.59,5.72,13.6,99.7,0.92,7.71,63.96,61.9,0.19,470.0,107.71,22.92,33.53,39.98,8.57,12.86,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,105.42,35.15,57.06,33.48,9.74,15.72,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,96.93,20.1,73.09,28.46,12.21,26.69,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,95.52,19.85,57.06,33.48,6.08,13.59,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,102.05,34.45,36.78,38.72,5.64,11.84,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,97.34,24.75,39.93,42.04,6.23,10.83,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,101.57,28.76,23.4351271057347,35.23673846236381,Poor,0.0,Low,Medium,Low,Medium,1
ANDHRA PRADESH,SOUTH,M,VAJRAKARUR,515832.0,ANANTAPUR,Vajrakarur,M,"23.855855855855857,78.7455814494491",Permanent Address,Owned,0.0,130000.0,400000.0,8.0,Average,Guntakal,12.0,0.8,38.13792303962957,Poor,891.3,22.87 /30.43,Average,196.28,20.92 /31.58,442.55,23.07 /30.11,74.28,20.22 /31.78,76.75,21.98 /32.8,0.0,13.6,99.6,3.06,2.28,16.48,71.3,3.47,4900.65,4077.0,83.19,49.79,16.1,27.12,36.22,Mixed Red and Black Soils,['water'],KARNATAKA PLATEAU (RAYALSEEMA AS INCLUSION),83.72,15.27,73.99,17.74,20.84,35.24,Mixed Red and Black Soils,['water'],KARNATAKA PLATEAU (RAYALSEEMA AS INCLUSION),85.79,14.92,73.99,0.53,31.36,44.06,Mixed Red and Black Soils,['water'],KARNATAKA PLATEAU (RAYALSEEMA AS INCLUSION),83.41,14.36,73.99,17.74,10.27,29.72,Mixed Red and Black Soils,['water'],KARNATAKA PLATEAU (RAYALSEEMA AS INCLUSION),79.56,10.66,73.99,0.53,34.48,43.83,Mixed Red and Black Soils,['water'],KARNATAKA PLATEAU (RAYALSEEMA AS INCLUSION),80.04,18.31,73.99,31.35,46.64,45.84,Mixed Red and Black Soils,['water'],KARNATAKA PLATEAU (RAYALSEEMA AS INCLUSION),78.67,13.05,25.2252702576283,38.13792303962957,Poor,1.16,High,High,High,High,0
ANDHRA PRADESH,SOUTH,M,VAJRAKARUR,515832.0,ANANTAPUR,Vajrakarur,M,"23.855855855855857,78.7455814494491",Permanent Address,Owned,3.0,150000.0,300000.0,10.0,Average,Guntakal,12.0,0.8,38.13792303962957,Poor,891.3,22.87 /30.43,Average,196.28,20.92 /31.58,442.55,23.07 /30.11,74.28,20.22 /31.78,76.75,21.98 /32.8,0.0,13.6,99.6,3.06,2.28,16.48,71.3,3.47,4900.65,4077.0,83.19,49.79,16.1,27.12,36.22,Mixed Red and Black Soils,['water'],KARNATAKA PLATEAU (RAYALSEEMA AS INCLUSION),83.72,15.27,73.99,17.74,20.84,35.24,Mixed Red and Black Soils,['water'],KARNATAKA PLATEAU (RAYALSEEMA AS INCLUSION),85.79,14.92,73.99,0.53,31.36,44.06,Mixed Red and Black Soils,['water'],KARNATAKA PLATEAU (RAYALSEEMA AS INCLUSION),83.41,14.36,73.99,17.74,10.27,29.72,Mixed Red and Black Soils,['water'],KARNATAKA PLATEAU (RAYALSEEMA AS INCLUSION),79.56,10.66,73.99,0.53,34.48,43.83,Mixed Red and Black Soils,['water'],KARNATAKA PLATEAU (RAYALSEEMA AS INCLUSION),80.04,18.31,73.99,31.35,46.64,45.84,Mixed Red and Black Soils,['water'],KARNATAKA PLATEAU (RAYALSEEMA AS INCLUSION),78.67,13.05,25.2252702576283,38.13792303962957,Poor,1.16,High,Very High,Very High,Very High,0
ANDHRA PRADESH,SOUTH,M,VAJRAKARUR,515832.0,ANANTAPUR,Vajrakarur,M,"14.6898662,77.6080085",Permanent Address,Owned,9.0,274166.555555555,600000.0,7.04,Average,Guntakal,12.0,0.8,38.13792303962957,Poor,891.3,22.87 /30.43,Average,196.28,20.92 /31.58,442.55,23.07 /30.11,74.28,20.22 /31.78,76.75,21.98 /32.8,0.0,13.6,99.6,3.06,2.28,16.48,71.3,3.47,4900.65,4077.0,83.19,49.79,16.1,27.12,36.22,Mixed Red and Black Soils,['water'],KARNATAKA PLATEAU (RAYALSEEMA AS INCLUSION),83.72,15.27,73.99,17.74,20.84,35.24,Mixed Red and Black Soils,['water'],KARNATAKA PLATEAU (RAYALSEEMA AS INCLUSION),85.79,14.92,73.99,0.53,31.36,44.06,Mixed Red and Black Soils,['water'],KARNATAKA PLATEAU (RAYALSEEMA AS INCLUSION),83.41,14.36,73.99,17.74,10.27,29.72,Mixed Red and Black Soils,['water'],KARNATAKA PLATEAU (RAYALSEEMA AS INCLUSION),79.56,10.66,73.99,0.53,34.48,43.83,Mixed Red and Black Soils,['water'],KARNATAKA PLATEAU (RAYALSEEMA AS INCLUSION),80.04,18.31,73.99,31.35,46.64,45.84,Mixed Red and Black Soils,['water'],KARNATAKA PLATEAU (RAYALSEEMA AS INCLUSION),78.67,13.05,25.2252702576283,38.13792303962957,Poor,1.16,Very High,Very High,High,Very High,0
